Industry,Gender,education_level,avg_salary
"Manufacturing ",Man,"College degree",88000.000000
"Manufacturing ",Woman,"Professional degree (MD, JD, etc.)",71250.000000
"Manufacturing ",Man,"Master's degree",66250.000000
"Manufacturing ",Woman,PhD,65000.000000
"Manufacturing ",Woman,"Some college",38000.000000
"Manufacturing : corporate admin support",Woman,"College degree",70000.000000
"Manufacturing (medical devices)",Woman,"Professional degree (MD, JD, etc.)",109000.000000
"Manufacturing (personal care)",Woman,"High School",94000.000000
"Manufacturing (pharmaceuticals) ",Woman,PhD,114240.000000
"Manufacturing and distributing",Woman,"College degree",38800.000000
"manufacturing security systems",Woman,"Master's degree",64260.000000
"Manufacturing, Chemical",Woman,"Some college",67000.000000
Manufacturing/Wholesale,Woman,"College degree",58212.000000
"Market Research",Man,"College degree",77000.000000
"Market research",Woman,"Master's degree",66571.428571
"market research",Non-binary,"College degree",64000.000000
"Market Research",Woman,"College degree",56375.000000
"Market Research ",Woman,"College degree",55000.000000
"Marketing at a Non Profit",Woman,"College degree",58000.000000
"Marketing technology",Non-binary,"College degree",71500.000000
"Marketing, Advertising & PR","Other or prefer not to answer","College degree",831200.000000
"Marketing, Advertising & PR",Man,Unknown,392370.000000
"Marketing, Advertising & PR","Other or prefer not to answer","Master's degree",218500.000000
"Marketing, Advertising & PR",Man,PhD,185000.000000
"Marketing, Advertising & PR",Non-binary,"Some college",135000.000000
"Marketing, Advertising & PR",Man,"High School",126666.666667
"Marketing, Advertising & PR",Woman,"College degree",104446.499250
"Marketing, Advertising & PR",Woman,PhD,101544.444444
"Marketing, Advertising & PR",Non-binary,Unknown,100000.000000
"Marketing, Advertising & PR",Woman,"Master's degree",94898.688119
"Marketing, Advertising & PR",Man,"College degree",90115.316327
"Marketing, Advertising & PR",Man,"Some college",88654.545455
"Marketing, Advertising & PR",Woman,Unknown,88000.000000
"Marketing, Advertising & PR",Man,"Master's degree",83035.090909
"Marketing, Advertising & PR",Unknown,"Master's degree",76000.000000
"Marketing, Advertising & PR",Woman,"High School",75500.000000
"Marketing, Advertising & PR",Woman,"Some college",68201.304348
"Marketing, Advertising & PR",Man,"Professional degree (MD, JD, etc.)",67000.000000
"Marketing, Advertising & PR",Unknown,Unknown,65000.000000
"Marketing, Advertising & PR",Non-binary,"College degree",64406.000000
"Marketing, Advertising & PR",Unknown,"College degree",64000.000000
"Marketing, Advertising & PR",Non-binary,"Master's degree",61333.333333
"Marketing, Advertising & PR",Woman,"Professional degree (MD, JD, etc.)",61250.000000
"Marketing, Advertising & PR",Non-binary,"Professional degree (MD, JD, etc.)",32000.000000
MedComms,Woman,PhD,36000.000000
"Media & Digital","Other or prefer not to answer","Master's degree",19047500.000000
"Media & Digital",Man,"Professional degree (MD, JD, etc.)",122500.000000
"Media & Digital",Man,Unknown,120000.000000
"Media & Digital",Man,"Master's degree",113820.833333
"Media & Digital",Woman,"Professional degree (MD, JD, etc.)",101774.444444
"Media & Digital",Man,"Some college",101640.000000
"Media & Digital",Woman,"High School",95804.750000
"Media & Digital",Man,"College degree",94591.396040
"Media & Digital",Woman,PhD,94500.000000
"Media & Digital",Woman,"College degree",93037.119444
"Media & Digital",Non-binary,"Professional degree (MD, JD, etc.)",92000.000000
"Media & Digital","Other or prefer not to answer","College degree",90514.285714
"Media & Digital",Unknown,"Master's degree",85000.000000
"Media & Digital",Woman,"Master's degree",83757.328767
"Media & Digital",Non-binary,"College degree",82957.125000
"Media & Digital",Woman,"Some college",79853.913043
"Media & Digital",Non-binary,"Master's degree",69700.000000
"Media & Digital",Non-binary,"Some college",63750.000000
"Media & Digital",Man,"High School",60666.666667
"Media & Digital",Woman,Unknown,60055.555556
"Media & Digital",Unknown,"College degree",55000.000000
"Media & Digital",Unknown,Unknown,35000.000000
"Medica education",Woman,"College degree",90898.000000
"Medical communications",Woman,PhD,117500.000000
"Medical Device",Woman,PhD,130000.000000
"Medical Device",Woman,"College degree",109000.000000
"Medical Devices",Man,"Master's degree",96000.000000
"Medical Devices",Woman,"College degree",75577.500000
"Medical Interpreter -(Spanish)",Woman,"Master's degree",30000.000000
"Medical Library ",Woman,"Master's degree",75950.000000
"Medical research",Man,PhD,483600.000000
"Medical research",Woman,"High School",93000.000000
"Medical Research",Woman,"Master's degree",90000.000000
"Medical Research",Non-binary,"Master's degree",66000.000000
"Medical Research",Woman,"College degree",45000.000000
"Medical Research",Non-binary,"College degree",43000.000000
"medical research ",Woman,"College degree",69000.000000
"Medical Sciences",Woman,PhD,41000.000000
"Medical supply Wholesale & Warehousing",Woman,"College degree",33000.000000
"Medical Technology",Woman,"Master's degree",133000.000000
"Medical Technology",Woman,"College degree",77500.000000
"Medical/Pharmaceutical ",Woman,"Master's degree",220000.000000
"mental health",Woman,"Master's degree",47039.500000
"Mental health therapist",Woman,"Master's degree",73611.000000
Military,Woman,"College degree",46000.000000
"Military ",Woman,"High School",125000.000000
"Military ",Man,"College degree",55000.000000
Mining,Man,"Master's degree",138000.000000
Mining,Woman,"College degree",101166.666667
Mining,Man,"High School",84500.000000
Mining,Woman,"High School",83200.000000
Mining,Man,"College degree",73000.000000
Mining,Woman,"Master's degree",59000.000000
"Mining ",Woman,"Some college",55140.000000
"Mining & Mineral Processing",Man,"College degree",55000.000000
"Mining and natural resources",Man,"Master's degree",200000.000000
"Mining/Mineral Exploration",Woman,"College degree",65000.000000
"Mining/Resource Extraction",Woman,"Some college",74568.000000
Ministry,Woman,"Master's degree",59750.000000
Ministry,Man,"College degree",42000.000000
Ministry,Woman,"College degree",32000.000000
Mortgage,Woman,"College degree",50000.000000
Mortgage,Woman,"High School",49000.000000
"Multilateral Organisation ",Man,"Master's degree",250000.000000
"Municipal Government (Library)",Woman,"Master's degree",54953.000000
"Municipal library",Woman,"Master's degree",63000.000000
Museum,Woman,"Master's degree",77337.400000
Museum,Woman,PhD,56000.000000
Museum,Man,"Master's degree",52000.000000
Museum,Man,"College degree",51150.000000
Museum,Woman,"College degree",27300.000000
"Museum ",Woman,"Master's degree",35000.000000
"Museum - Nonprofit",Woman,"Master's degree",65000.000000
"Museum (<20 employees)",Woman,"Master's degree",52000.000000
"Museum education ",Woman,"Master's degree",36663.000000
"Museum Library",Man,"Master's degree",30877.000000
Museums,Man,PhD,128000.000000
Museums,Woman,PhD,62000.000000
Museums,Woman,"Master's degree",55272.000000
Museums,Woman,"College degree",53000.000000
Museums,Man,"Master's degree",42500.000000
"Museums & archives",Woman,"Master's degree",43680.000000
"museums & archives (not sure where this would fall)",Woman,"College degree",35360.000000
"Museums: Nonprofit",Woman,"Master's degree",42000.000000
Music,Man,"College degree",65000.000000
"Music Licensing",Man,"Master's degree",58000.000000
"music therapy ",Woman,"College degree",56000.000000
"Music, education ",Woman,"Master's degree",100000.000000
"Music: freelance, performing and education",Woman,"Master's degree",50000.000000
"National laboratory",Woman,PhD,115000.000000
"Natural resources",Woman,"Master's degree",56997.000000
"Natural Resources",Woman,"College degree",50000.000000
"Non profit theater",Woman,"Master's degree",78250.000000
"Non-profit health care (I couldn’t select both)",Woman,"College degree",46700.000000
"Nonprofit - legal department",Woman,"College degree",69000.000000
"Nonprofit - LORT D Theater",Woman,"College degree",43000.000000
"Nonprofit association",Woman,"College degree",69000.000000
"Nonprofit scholarly society publisher",Woman,"Master's degree",111000.000000
Nonprofits,Man,"Professional degree (MD, JD, etc.)",130000.000000
Nonprofits,"Other or prefer not to answer",PhD,106700.000000
Nonprofits,Woman,"Professional degree (MD, JD, etc.)",105528.918367
Nonprofits,Unknown,"Master's degree",88500.000000
Nonprofits,Woman,PhD,87374.174603
Nonprofits,Man,PhD,87142.857143
Nonprofits,Man,"Some college",85194.444444
Nonprofits,Man,"College degree",80537.127273
Nonprofits,Man,"Master's degree",79700.000000
Nonprofits,"Other or prefer not to answer","Master's degree",78625.000000
Nonprofits,Non-binary,PhD,74651.000000
Nonprofits,Woman,"Master's degree",74641.484163
Nonprofits,Woman,"College degree",69191.564378
Nonprofits,Woman,Unknown,68500.000000
Nonprofits,Woman,"Some college",66884.652778
Nonprofits,Unknown,Unknown,64250.000000
Nonprofits,Non-binary,"Professional degree (MD, JD, etc.)",62833.333333
Nonprofits,Non-binary,"Master's degree",60679.000000
Nonprofits,"Other or prefer not to answer","College degree",59960.000000
Nonprofits,Man,Unknown,54410.250000
Nonprofits,Non-binary,"Some college",53106.666667
Nonprofits,Unknown,"College degree",53064.000000
Nonprofits,Non-binary,"College degree",50094.650000
Nonprofits,Man,"High School",47000.000000
Nonprofits,Woman,"High School",43791.142857
"Not for profit education consultancy",Woman,"Master's degree",36700.000000
"not-for-profit health research consulting",Man,PhD,160000.000000
"not-for-profit membership organization",Woman,"College degree",77000.000000
"Nuclear research",Man,"College degree",122000.000000
"Obligatory Military service",Man,"College degree",2975.000000
"oceanography research",Non-binary,"College degree",45000.000000
"Office Admin",Woman,"Some college",36400.000000
"Office Administration",Woman,"College degree",41000.000000
Oil,Man,"College degree",689000.000000
"Oil & Gas",Woman,"College degree",106857.142857
"Oil & gas",Woman,"Master's degree",75000.000000
"Oil & Gas",Woman,"Some college",72250.000000
"Oil & Gas",Man,"Master's degree",66022.500000
"Oil & Gas - Non Destructive Testing",Woman,"College degree",59000.000000
"Oil and gas",Man,PhD,142100.000000
"Oil and Gas",Man,"Master's degree",142000.000000
"Oil and Gas",Woman,"Master's degree",134875.000000
"Oil and gas",Man,"College degree",125000.000000
"Oil and Gas",Man,"Some college",120000.000000
"Oil and gas",Woman,"College degree",80060.000000
"Oil and gas ",Woman,"Some college",47000.000000
"Oil and gas exploration",Man,"College degree",60000.000000
"Oil and gas exploration ",Man,"College degree",41500.000000
"Oil and Gas Safety Training",Woman,"Master's degree",56000.000000
"Oilfield adjacent",Woman,"Some college",52234.000000
"Online education",Woman,"College degree",75000.000000
"Online education startup (non-technical role)",Woman,"Master's degree",39800.000000
"Online learning",Woman,"College degree",43000.000000
"Operational Training",Woman,"College degree",45000.000000
Operations,Woman,"College degree",110000.000000
"Organizational Development ",Woman,"Master's degree",99100.000000
"Organized Labor",Woman,"Master's degree",105500.000000
"Organized Labor",Woman,"Professional degree (MD, JD, etc.)",103996.000000
"Outdoor industry/repair and maintenance",Woman,"Some college",37000.000000
"Outsourced Customer Service/Tech Support Call Centre",Woman,"High School",2400.000000
"Outsourcing Services ",Man,"Some college",90000.000000
"Paid student intern in Tech",Woman,"Some college",40000.000000
"parking ",Woman,"High School",63000.000000
"Parks and recreation, land management but with customer service included",Woman,"Some college",27460.000000
"Patent translation",Woman,"College degree",52500.000000
"Payment Processing",Woman,"College degree",73185.000000
"Payroll Software",Woman,"College degree",51001.000000
"Pension Benefit Administration",Man,"Some college",72000.000000
"Per Sitter",Woman,"College degree",43800.000000
"Performing Arts",Woman,"College degree",41500.000000
"Pest Control",Woman,"Master's degree",75000.000000
Pet,Woman,"College degree",53000.000000
"Pet Care",Woman,"Master's degree",41600.000000
"Pet care industry ",Woman,"Some college",35360.000000
"Pet care industry (dog training/walking)",Woman,"College degree",48500.000000
"Pet care/grooming","Other or prefer not to answer","Some college",25000.000000
Petroleum,Woman,"Master's degree",220000.000000
Pharma,Woman,"Professional degree (MD, JD, etc.)",192500.000000
Pharma,Man,"Master's degree",161000.000000
Pharma,Man,"Professional degree (MD, JD, etc.)",122000.000000
Pharma,Woman,PhD,111000.000000
Pharma,Woman,"Master's degree",107700.000000
Pharma,Unknown,"College degree",107000.000000
Pharma,Woman,"College degree",106500.000000
Pharma,Man,"College degree",91200.000000
"Pharma ",Woman,PhD,125000.000000
"pharma / medical device design and manufacturing",Woman,"Master's degree",188000.000000
"Pharma & Biotech",Woman,"Master's degree",125760.000000
"Pharma R&D",Woman,"Master's degree",165000.000000
"Pharma research",Woman,PhD,180000.000000
"Pharma/ Research",Woman,"Master's degree",185000.000000
Pharma/biotech,Woman,PhD,175000.000000
Pharma/Biotech,Woman,"Master's degree",128000.000000
Pharma/biotechnology,Man,PhD,168000.000000
"Pharma/biotechnology ",Woman,"Master's degree",104500.000000
"Pharmaceitical manufacturing",Woman,"College degree",96304.000000
Pharmaceutical,Man,PhD,260000.000000
Pharmaceutical,Woman,"Master's degree",124333.333333
Pharmaceutical,Woman,PhD,120839.500000
Pharmaceutical,Woman,"College degree",105125.000000
Pharmaceutical,Non-binary,"Master's degree",98000.000000
Pharmaceutical,Woman,"Some college",43000.000000
"Pharmaceutical ",Woman,PhD,185000.000000
"Pharmaceutical ",Woman,"Master's degree",138500.000000
"Pharmaceutical ",Woman,"College degree",110875.000000
"Pharmaceutical ",Man,PhD,82000.000000
"Pharmaceutical ",Woman,"Some college",72605.500000
"Pharmaceutical company ",Woman,PhD,188000.000000
"Pharmaceutical Development",Woman,PhD,159666.666667
"Pharmaceutical Industry",Woman,"College degree",96000.000000
"Pharmaceutical industry ",Woman,"Some college",93500.000000
"Pharmaceutical Manufacturing",Woman,PhD,114000.000000
"Pharmaceutical Manufacturing",Woman,"College degree",70100.000000
"Pharmaceutical Manufacturing ",Woman,"College degree",68500.000000
"Pharmaceutical R&D",Woman,"Master's degree",199900.000000
"Pharmaceutical R&D",Woman,PhD,119000.000000
"Pharmaceutical R&D",Man,"Master's degree",90000.000000
"Pharmaceutical R&D",Man,"College degree",66000.000000
"Pharmaceutical research",Woman,"Master's degree",90000.000000
"Pharmaceutical Research",Woman,"College degree",52500.000000
"Pharmaceutical research ",Woman,PhD,120000.000000
"Pharmaceutical research (chemist)",Woman,"Master's degree",64000.000000
"Pharmaceutical research & development",Man,PhD,37500.000000
Pharmaceutical/Biotech,Woman,"Professional degree (MD, JD, etc.)",160000.000000
Pharmaceutical/biotechnology,Woman,PhD,227500.000000
"Pharmaceutical/Contract Research Organization",Woman,"College degree",124000.000000
Pharmaceuticals,Woman,"Professional degree (MD, JD, etc.)",198500.000000
Pharmaceuticals,Man,PhD,121000.000000
Pharmaceuticals,Woman,"Master's degree",118333.333333
Pharmaceuticals,Woman,PhD,113333.333333
pharmaceuticals,Man,"College degree",90000.000000
Pharmaceuticals,Woman,"College degree",86652.222222
"Pharmaceuticals ",Man,"College degree",160000.000000
"Pharmaceuticals ",Woman,"College degree",113750.000000
"Pharmaceuticals ",Woman,PhD,85750.000000
"Pharmaceuticals / Biotech",Woman,PhD,160000.000000
"Pharmaceuticals R&D",Woman,"Master's degree",106000.000000
Pharmaceuticals/Biotechnology,Woman,"Professional degree (MD, JD, etc.)",194000.000000
Pharmacuticals,Woman,PhD,160000.000000
PhD,Man,"Master's degree",19000.000000
Philanthropy,Woman,"Master's degree",76000.000000
Philanthropy,Woman,"College degree",71283.333333
Philanthropy,Woman,PhD,65000.000000
"Philanthropy ",Woman,"College degree",114000.000000
"Philanthropy ",Woman,"Master's degree",103250.000000
"Physical sciences",Man,PhD,103000.000000
Planning,Woman,Unknown,72000.000000
Plumbing,Man,"High School",30000.000000
Plumbing,Man,Unknown,30000.000000
"Policy research",Woman,"Master's degree",82000.000000
"political campaign",Unknown,"College degree",103000.000000
"Political Campaigning",Woman,"College degree",42000.000000
"Political Campaigns",Man,"College degree",104000.000000
"Political Campaigns",Woman,"Professional degree (MD, JD, etc.)",78000.000000
"Political Campaigns",Woman,"College degree",66000.000000
"Political Consulting",Woman,"College degree",65000.000000
"Political consulting ",Woman,"Some college",48000.000000
"Political Research",Man,"College degree",40000.000000
Politics,Man,"Master's degree",90000.000000
Politics,"Other or prefer not to answer","College degree",72000.000000
Politics,Woman,"College degree",68000.000000
Politics,Non-binary,"College degree",64000.000000
Politics/Campaigns,Woman,"Master's degree",69000.000000
"Politics/Government Relations",Woman,"College degree",108500.000000
"Pre-primary education",Woman,"Master's degree",60000.000000
"Preclinical Research",Woman,"College degree",82000.000000
"Print / Mail",Man,"College degree",87000.000000
"Print Distributor ",Woman,"College degree",62500.000000
"Print publishing",Man,"College degree",68500.000000
Printing,Woman,"College degree",61360.000000
Printing,Man,"College degree",40000.000000
"Private company, federal contractor ",Woman,"Master's degree",62000.000000
"Private Equity",Woman,"College degree",106500.000000
"Private investigator at large firm",Woman,"College degree",56000.000000
"Private Sector Emergency Management",Woman,"Master's degree",115000.000000
Probiotics,Man,"Professional degree (MD, JD, etc.)",22000.000000
Procurement,Woman,"College degree",43500.000000
"Procurement ",Woman,"Master's degree",128000.000000
"Procurement/Sourcing/Operations ",Woman,"College degree",103000.000000
"Product Management",Woman,PhD,134125.000000
"Product Management",Man,"Master's degree",115000.000000
"Production and Manufacturing",Woman,"College degree",65000.000000
"Professional Association ",Woman,"College degree",56500.000000
"Professional Association in Finance",Woman,"Master's degree",140000.000000
"Professional Public Librarian",Woman,"Master's degree",34500.000000
"Professional regulation",Woman,"College degree",55000.000000
"Professional services",Woman,"College degree",78395.000000
"Professional services ",Woman,"College degree",81600.000000
"Professional services / architecture ",Woman,"College degree",78000.000000
"Professional training",Woman,"Master's degree",24000.000000
"Program management ",Woman,"Master's degree",83000.000000
"project management",Woman,"College degree",77625.000000
"project management ",Woman,"College degree",60000.000000
"Property Management",Woman,"College degree",56784.000000
"Property or Construction","Other or prefer not to answer","Master's degree",117333.333333
"Property or Construction",Man,"Master's degree",94397.750000
"Property or Construction",Non-binary,"Master's degree",90000.000000
"Property or Construction",Woman,"Master's degree",85719.163636
"Property or Construction",Man,"College degree",84226.032258
"Property or Construction",Woman,"Professional degree (MD, JD, etc.)",70500.000000
"Property or Construction",Woman,"College degree",70470.393939
"Property or Construction","Other or prefer not to answer","College degree",70000.000000
"Property or Construction",Non-binary,"College degree",70000.000000
"Property or Construction",Woman,Unknown,66950.000000
"Property or Construction",Man,"Professional degree (MD, JD, etc.)",63000.000000
"Property or Construction",Unknown,"College degree",60000.000000
"Property or Construction",Woman,"Some college",58885.866667
"Property or Construction",Man,"High School",55575.000000
"Property or Construction",Man,"Some college",55046.666667
"Property or Construction",Unknown,Unknown,55000.000000
"Property or Construction",Woman,"High School",51167.928571
"Property or Construction",Non-binary,"High School",37500.000000
"Protective coatings",Man,"Some college",56000.000000
Psychologist,Man,PhD,60000.000000
Psychology,Woman,PhD,120000.000000
"Public affairs / PR ",Woman,"College degree",88000.000000
"public health",Woman,"College degree",87000.000000
"Public Health",Woman,"Master's degree",65000.000000
"Public health",Woman,Unknown,60000.000000
"Public Health",Man,"Master's degree",50500.000000
"Public health",Woman,PhD,35000.000000
"Public health ",Woman,"Master's degree",55000.000000
"Public health (not medical)",Non-binary,"College degree",65000.000000
"Public Health Research",Woman,PhD,118000.000000
"Public Health- state level",Woman,"Master's degree",71989.000000
"Public Health, local government",Woman,"Master's degree",127000.000000
"Public Librarian",Woman,"Master's degree",41800.000000
"Public Libraries",Woman,"Master's degree",63636.166667
"Public Libraries",Woman,"College degree",48963.000000
"Public Libraries",Non-binary,"College degree",29000.000000
"Public Libraries ",Woman,"Master's degree",65000.000000
"public libraries ",Unknown,"Master's degree",61157.000000
"Public library",Non-binary,"Master's degree",87000.000000
"Public Library",Man,"College degree",82700.000000
"public library",Woman,"Professional degree (MD, JD, etc.)",67500.000000
"public library",Woman,"Master's degree",57103.187500
"Public Library",Man,"Master's degree",56000.000000
"Public Library",Woman,Unknown,44500.000000
"Public Library",Woman,"College degree",43115.000000
"Public library",Man,"Professional degree (MD, JD, etc.)",40000.000000
"Public Library",Non-binary,"College degree",37731.000000
"Public Library",Non-binary,"Some college",28000.000000
"Public library ",Woman,"Master's degree",57250.000000
"Public library ",Woman,"College degree",26000.000000
"Public Library (might be considered Government, but that always seems an odd designation...)",Woman,"Master's degree",65000.000000
"Public Library (Non-profit, but also government?)",Woman,"Master's degree",62000.000000
"Public Library (technically City Govt.?) ",Woman,"Master's degree",76302.000000
"Public Opinion Research",Woman,PhD,100000.000000
"Public Policy",Woman,"College degree",53080.000000
"Public safety",Woman,"High School",35360.000000
"Public safety ",Woman,"College degree",82550.000000
"Public/Environmental Health",Non-binary,"College degree",47000.000000
Publications,Man,"Master's degree",81000.000000
Publishibg,Woman,"College degree",34770.000000
publishing,Woman,"Some college",83500.000000
Publishing,Woman,PhD,72500.000000
Publishing,Woman,"College degree",58768.571429
publishing,Woman,"Master's degree",54074.375000
Publishing,Non-binary,"College degree",51500.000000
Publishing,Man,"Master's degree",80.000000
"Publishing ",Man,"College degree",120350.000000
"Publishing ",Unknown,Unknown,65000.000000
"Publishing ",Woman,PhD,51000.000000
"Publishing ",Woman,"Master's degree",50000.000000
"Publishing ",Woman,"College degree",45000.000000
"Publishing ",Non-binary,PhD,37000.000000
"Publishing (academic)",Woman,PhD,52000.000000
"Publishing (book)",Woman,"College degree",56640.000000
"Publishing, content as a service",Woman,"College degree",57500.000000
"Publishing: Science, Academic, Technical ",Woman,"College degree",81500.000000
publishing/edtech,Woman,"College degree",69000.000000
Purchasing,Woman,"College degree",86200.000000
"Purchasing ",Woman,"Some college",55000.000000
"Quality Assurance",Man,"College degree",38700.000000
"Quality Assurance Laboratory ",Woman,"College degree",64500.000000
R&D,Woman,"Master's degree",160000.000000
"R&D in Manufacturing",Woman,"College degree",60000.000000
"Real Estate",Man,"College degree",120000.000000
"Real Estate",Man,"Master's degree",100000.000000
"Real Estate",Woman,"Some college",90000.000000
"Real Estate",Woman,"Master's degree",85400.000000
"Real Estate",Woman,"College degree",55635.714286
"Real estate",Non-binary,"College degree",31200.000000
"Real Estate ",Woman,"Master's degree",130000.000000
"real estate ",Woman,"College degree",67000.000000
"Real Estate / Housing",Man,"Master's degree",113000.000000
"Real Estate Affordable Housing",Woman,"Master's degree",120000.000000
"Real Estate Association ",Woman,"College degree",47000.000000
"Real Estate Corp. Office/not a Realtor",Woman,"College degree",55000.000000
"Real Estate customer care",Woman,"College degree",50000.000000
"Real Estate Development",Woman,"Master's degree",155000.000000
"Real Estate Development",Woman,"College degree",50000.000000
"Real Estate Investment",Woman,"College degree",73000.000000
"Real Estate Investment Support",Woman,"High School",63000.000000
"Real estate servicea",Man,"Some college",70000.000000
"Real estate services",Woman,"Master's degree",47500.000000
"Real estate software",Woman,"Master's degree",114000.000000
"Real Estate Title Company",Man,"Some college",47445.000000
"Real estate valuation",Woman,"College degree",62000.000000
"Real estate: title & escrow",Non-binary,"High School",38563.000000
"Real Estate/ Mortgage ",Woman,"Some college",47008.000000
"Real Estate/Development",Woman,"College degree",65000.000000
"Real World Evidence (data for pharma research)",Man,"Master's degree",181290.000000
"Recruitment or HR","Other or prefer not to answer","College degree",402000.000000
"Recruitment or HR","Other or prefer not to answer","Master's degree",110000.000000
"Recruitment or HR",Woman,PhD,107343.750000
"Recruitment or HR",Man,"Master's degree",100857.142857
"Recruitment or HR",Woman,"College degree",97782.844444
"Recruitment or HR",Woman,"Professional degree (MD, JD, etc.)",93540.000000
"Recruitment or HR",Unknown,"College degree",90333.333333
"Recruitment or HR",Woman,Unknown,84333.333333
"Recruitment or HR",Man,"College degree",83233.333333
"Recruitment or HR",Woman,"Master's degree",81613.494737
"Recruitment or HR",Woman,"Some college",73534.310345
"Recruitment or HR",Man,"Some college",69100.000000
"Recruitment or HR",Unknown,"Master's degree",67600.000000
"Recruitment or HR",Man,"High School",63645.000000
"Recruitment or HR",Non-binary,"College degree",62000.000000
"Recruitment or HR",Non-binary,"Master's degree",60033.666667
"Recruitment or HR",Woman,"High School",56960.000000
"Recruitment or HR",Man,PhD,36000.000000
"Regulatory Affairs",Man,"College degree",75000.000000
"Regulatory Affairs- nutraceuticals ",Woman,"College degree",70980.000000
Religion,Man,"Professional degree (MD, JD, etc.)",100000.000000
"Religion ",Woman,"Master's degree",58000.000000
Religion/church,Woman,"Master's degree",54000.000000
Religious,Man,"College degree",53000.000000
"Religious (church)",Woman,"College degree",49500.000000
"Religious (synagogue)",Woman,"College degree",62400.000000
"Religious institute",Woman,"College degree",32000.000000
"Religious institution",Woman,"Master's degree",54080.000000
"Renewable energy",Woman,"Master's degree",89083.333333
"Renewable Energy",Woman,"College degree",83000.000000
"Renewable Energy",Non-binary,"College degree",71077.000000
"Renewable Energy ",Woman,"College degree",170000.000000
"Renewable fuels",Woman,"Master's degree",72000.000000
"Repair facility for heavy duty trucks","Other or prefer not to answer","High School",65000.000000
Research,Woman,PhD,93043.000000
Research,Woman,"Master's degree",67674.363636
Research,Man,PhD,65038.250000
Research,Woman,"College degree",53265.222222
Research,Man,"College degree",47840.000000
Research,Woman,"Some college",34320.000000
"Research ",Woman,"Master's degree",107000.000000
"Research ",Woman,"College degree",34882.500000
"Research - academic",Woman,PhD,66000.000000
"Research - Public Health",Woman,"Master's degree",76000.000000
"Research (health)",Woman,"Master's degree",74000.000000
"Research / Gov",Man,PhD,83000.000000
"Research & Development",Woman,"College degree",90333.333333
"Research & Development",Woman,"Master's degree",72000.000000
"Research & Development",Man,PhD,65000.000000
"Research & Development ",Woman,PhD,65000.000000
"Research & Development (Defense Industry)",Woman,"Some college",90000.000000
"Research & Development (Physical Sciences)",Woman,PhD,130000.000000
"Research and Development",Woman,PhD,145750.000000
"Research and Development",Man,PhD,113000.000000
"Research and development",Woman,"College degree",58000.000000
"Research and Development Academia",Woman,"Master's degree",74500.000000
"Research and Development, Food and Beverage ",Woman,"Master's degree",50000.000000
"Research and Evaluation",Woman,PhD,115000.000000
"Research at a National Laboratory",Woman,PhD,90000.000000
"Research at a State University",Woman,"College degree",55000.000000
"Research Institute",Woman,"College degree",38000.000000
"Research Science",Woman,"College degree",79000.000000
"Research science",Man,"Master's degree",60000.000000
"Research science",Woman,PhD,46750.000000
"Research Scientist, Pharma",Woman,"Master's degree",175000.000000
Research/Academia,Woman,"Master's degree",43500.000000
"Research/Social Science",Woman,PhD,110000.000000
Restaurant,Non-binary,"College degree",31200.000000
Restaurant,Man,"Some college",15080.000000
"Restaurant ",Non-binary,"Some college",55000.000000
"Restaurant ",Woman,"Some college",38000.000000
"Restaurant ",Man,"High School",29120.000000
"Restaurant Group ",Woman,"College degree",63000.000000
"Restaurant/Food Service",Woman,"College degree",35360.000000
Restaurant/Service,Woman,"College degree",107000.000000
"Restaurants & Hospitality",Woman,"College degree",118000.000000
restoration,Woman,"College degree",184000.000000
Retail,Woman,"Professional degree (MD, JD, etc.)",1831874.714286
Retail,Woman,"Master's degree",204547.826087
Retail,Man,"Master's degree",160530.000000
Retail,Man,PhD,103000.000000
Retail,Man,"Professional degree (MD, JD, etc.)",81333.333333
Retail,Man,"College degree",69940.022222
Retail,"Other or prefer not to answer","College degree",65642.857143
Retail,Man,Unknown,62000.000000
Retail,Woman,"College degree",61491.787129
Retail,Woman,"High School",58101.464286
Retail,Unknown,"Some college",48000.000000
Retail,Woman,"Some college",47166.987179
Retail,Man,"Some college",45877.818182
Retail,Woman,Unknown,42750.000000
Retail,Man,"High School",41976.000000
Retail,Non-binary,"Master's degree",39586.666667
Retail,Woman,PhD,39520.000000
Retail,"Other or prefer not to answer","Some college",37725.000000
Retail,Non-binary,"Some college",35618.666667
Retail,Non-binary,"College degree",32862.500000
Retail,Unknown,"High School",29120.000000
Retail,Unknown,Unknown,27600.000000
Retail,Non-binary,"High School",26010.000000
"Retail call center ",Woman,"College degree",55000.000000
"Retail mid level management",Woman,"Some college",36000.000000
"Retail pharmacy",Woman,"Master's degree",102924.000000
"Retail real estate",Woman,"College degree",67000.000000
Retired,Woman,"College degree",13000.000000
Rideshare,Woman,"College degree",48000.000000
"Rural electrification",Woman,"College degree",60000.000000
Saas,Man,"College degree",85000.000000
"Saas company/software",Woman,"College degree",160000.000000
"Sailing Instructor",Woman,"High School",41600.000000
Sales,Woman,"Master's degree",273640.068966
Sales,Man,Unknown,126666.666667
Sales,Man,"College degree",117770.000000
Sales,Man,PhD,100000.000000
Sales,Man,"Master's degree",97554.545455
Sales,Man,"Some college",92458.333333
Sales,Woman,"Professional degree (MD, JD, etc.)",88333.333333
Sales,Unknown,"Some college",80000.000000
Sales,Woman,"High School",76087.500000
